id	Codigo_MesoRegiao	Nome_MesoRegiao	Codigo_MicroRegiao	Nome_MicroRegiao	Municipio	Populacao2014
583	10	"Sul / Sudoeste de Minas"	50	Varginha	"Tres Pontas"	56.408
584	10	"Sul / Sudoeste de Minas"	50	Varginha	Varginha	131.269
585	10	"Sul / Sudoeste de Minas"	51	"Pocos de Caldas"	Albertina	3.025
586	10	"Sul / Sudoeste de Minas"	51	"Pocos de Caldas"	Andradas	39.761
587	10	"Sul / Sudoeste de Minas"	51	"Pocos de Caldas"	"Bandeira do Sul"	5.639
588	10	"Sul / Sudoeste de Minas"	51	"Pocos de Caldas"	Botelhos	15.325
589	10	"Sul / Sudoeste de Minas"	51	"Pocos de Caldas"	Caldas	14.325
590	10	"Sul / Sudoeste de Minas"	51	"Pocos de Caldas"	Campestre	21.367
591	10	"Sul / Sudoeste de Minas"	51	"Pocos de Caldas"	"Ibitiura de Minas"	3.512
592	10	"Sul / Sudoeste de Minas"	51	"Pocos de Caldas"	Inconfidentes	7.254
593	10	"Sul / Sudoeste de Minas"	51	"Pocos de Caldas"	Jacutinga	24.648
594	10	"Sul / Sudoeste de Minas"	51	"Pocos de Caldas"	"Monte Siao"	22.794
595	10	"Sul / Sudoeste de Minas"	51	"Pocos de Caldas"	"Ouro Fino"	33.214
596	10	"Sul / Sudoeste de Minas"	51	"Pocos de Caldas"	"Pocos de Caldas"	162.379
597	10	"Sul / Sudoeste de Minas"	51	"Pocos de Caldas"	"Santa Rita de Caldas"	9.228
598	10	"Sul / Sudoeste de Minas"	52	"Pouso Alegre"	"Bom Repouso"	10.763
599	10	"Sul / Sudoeste de Minas"	52	"Pouso Alegre"	"Borda da Mata"	18.481
600	10	"Sul / Sudoeste de Minas"	52	"Pouso Alegre"	"Bueno Brandao"	11.217
601	10	"Sul / Sudoeste de Minas"	52	"Pouso Alegre"	Camanducaia	21.901
602	10	"Sul / Sudoeste de Minas"	52	"Pouso Alegre"	Cambui	28.402
603	10	"Sul / Sudoeste de Minas"	52	"Pouso Alegre"	Congonhal	11.334
604	10	"Sul / Sudoeste de Minas"	52	"Pouso Alegre"	"Corrego do Bom Jesus"	3.815
605	10	"Sul / Sudoeste de Minas"	52	"Pouso Alegre"	"Espirito Santo do Dourado"	4.648
606	10	"Sul / Sudoeste de Minas"	52	"Pouso Alegre"	Estiva	11.329
607	10	"Sul / Sudoeste de Minas"	52	"Pouso Alegre"	Extrema	32.402
608	10	"Sul / Sudoeste de Minas"	52	"Pouso Alegre"	Goncalves	4.381
609	10	"Sul / Sudoeste de Minas"	52	"Pouso Alegre"	Ipuiuna	9.991
610	10	"Sul / Sudoeste de Minas"	52	"Pouso Alegre"	Itapeva	9.338
611	10	"Sul / Sudoeste de Minas"	52	"Pouso Alegre"	Munhoz	6.327
612	10	"Sul / Sudoeste de Minas"	52	"Pouso Alegre"	"Pouso Alegre"	142.073
613	10	"Sul / Sudoeste de Minas"	52	"Pouso Alegre"	Sapucai-Mirim	6.678
614	10	"Sul / Sudoeste de Minas"	52	"Pouso Alegre"	"Senador Amaral"	5.409
615	10	"Sul / Sudoeste de Minas"	52	"Pouso Alegre"	"Senador Jose Bento"	1.769
616	10	"Sul / Sudoeste de Minas"	52	"Pouso Alegre"	"Tocos do Moji"	4.112
617	10	"Sul / Sudoeste de Minas"	52	"Pouso Alegre"	Toledo	6.111
618	10	"Sul / Sudoeste de Minas"	53	"Santa Rita do Sapucai"	"Cachoeira de Minas"	11.525
619	10	"Sul / Sudoeste de Minas"	53	"Santa Rita do Sapucai"	Careacu	6.645
620	10	"Sul / Sudoeste de Minas"	53	"Santa Rita do Sapucai"	"Conceicao das Pedras"	2.845
621	10	"Sul / Sudoeste de Minas"	53	"Santa Rita do Sapucai"	"Conceicao dos Ouros"	11.151
622	10	"Sul / Sudoeste de Minas"	53	"Santa Rita do Sapucai"	Cordislandia	3.565
623	10	"Sul / Sudoeste de Minas"	53	"Santa Rita do Sapucai"	Heliodora	6.455
624	10	"Sul / Sudoeste de Minas"	53	"Santa Rita do Sapucai"	Natercia	4.807
625	10	"Sul / Sudoeste de Minas"	53	"Santa Rita do Sapucai"	Pedralva	11.652
626	10	"Sul / Sudoeste de Minas"	53	"Santa Rita do Sapucai"	"Santa Rita do Sapucai"	40.941
627	10	"Sul / Sudoeste de Minas"	53	"Santa Rita do Sapucai"	"Sao Goncalo do Sapucai"	25.143
628	10	"Sul / Sudoeste de Minas"	53	"Santa Rita do Sapucai"	"Sao Joao da Mata"	2.809
629	10	"Sul / Sudoeste de Minas"	53	"Santa Rita do Sapucai"	"Sao Jose do Alegre"	4.180
630	10	"Sul / Sudoeste de Minas"	53	"Santa Rita do Sapucai"	"Sao Sebastiao da Bela Vista"	5.300
631	10	"Sul / Sudoeste de Minas"	53	"Santa Rita do Sapucai"	Silvianopolis	6.266
632	10	"Sul / Sudoeste de Minas"	53	"Santa Rita do Sapucai"	Turvolandia	4.932
633	10	"Sul / Sudoeste de Minas"	54	"Sao Lourenco"	Alagoa	2.764
634	10	"Sul / Sudoeste de Minas"	54	"Sao Lourenco"	Baependi	19.117
635	10	"Sul / Sudoeste de Minas"	54	"Sao Lourenco"	Cambuquira	13.012
636	10	"Sul / Sudoeste de Minas"	54	"Sao Lourenco"	"Carmo de Minas"	14.550
637	10	"Sul / Sudoeste de Minas"	54	"Sao Lourenco"	Caxambu	22.244
638	10	"Sul / Sudoeste de Minas"	54	"Sao Lourenco"	"Conceicao do Rio Verde"	13.559
639	10	"Sul / Sudoeste de Minas"	54	"Sao Lourenco"	Itamonte	14.998
640	10	"Sul / Sudoeste de Minas"	54	"Sao Lourenco"	Itanhandu	15.006
641	10	"Sul / Sudoeste de Minas"	54	"Sao Lourenco"	Jesuania	4.899
642	10	"Sul / Sudoeste de Minas"	54	"Sao Lourenco"	Lambari	20.564
643	10	"Sul / Sudoeste de Minas"	54	"Sao Lourenco"	"Olimpio Noronha"	2.700
644	10	"Sul / Sudoeste de Minas"	54	"Sao Lourenco"	Passa-Quatro	0
645	10	"Sul / Sudoeste de Minas"	54	"Sao Lourenco"	"Pouso Alto"	6.263
646	10	"Sul / Sudoeste de Minas"	54	"Sao Lourenco"	"Sao Lourenco"	44.417
647	10	"Sul / Sudoeste de Minas"	54	"Sao Lourenco"	"Sao Sebastiao do Rio Verde"	2.217
648	10	"Sul / Sudoeste de Minas"	54	"Sao Lourenco"	"Soledade de Minas"	6.014
649	10	"Sul / Sudoeste de Minas"	55	Andrelandia	Aiuruoca	6.257
650	10	"Sul / Sudoeste de Minas"	55	Andrelandia	Andrelandia	12.507
651	10	"Sul / Sudoeste de Minas"	55	Andrelandia	Arantina	2.884
652	10	"Sul / Sudoeste de Minas"	55	Andrelandia	"Bocaina de Minas"	5.169
653	10	"Sul / Sudoeste de Minas"	55	Andrelandia	"Bom Jardim de Minas"	6.658
654	10	"Sul / Sudoeste de Minas"	55	Andrelandia	Carvalhos	4.642
655	10	"Sul / Sudoeste de Minas"	55	Andrelandia	Cruzilia	15.299
656	10	"Sul / Sudoeste de Minas"	55	Andrelandia	Liberdade	5.373
657	10	"Sul / Sudoeste de Minas"	55	Andrelandia	Minduri	3.960
658	10	"Sul / Sudoeste de Minas"	55	Andrelandia	Passa-Vinte	2.117
659	10	"Sul / Sudoeste de Minas"	55	Andrelandia	"Sao Vicente de Minas"	7.487
660	10	"Sul / Sudoeste de Minas"	55	Andrelandia	Seritinga	1.860
661	10	"Sul / Sudoeste de Minas"	55	Andrelandia	Serranos	2.033
662	10	"Sul / Sudoeste de Minas"	56	Itajuba	Brasopolis	14.957
663	10	"Sul / Sudoeste de Minas"	56	Itajuba	Consolacao	1.801
664	10	"Sul / Sudoeste de Minas"	56	Itajuba	Cristina	10.485
665	10	"Sul / Sudoeste de Minas"	56	Itajuba	"Delfim Moreira"	8.199
666	10	"Sul / Sudoeste de Minas"	56	Itajuba	"Dom Vicoso"	3.074
667	10	"Sul / Sudoeste de Minas"	56	Itajuba	Itajuba	95.491
668	10	"Sul / Sudoeste de Minas"	56	Itajuba	"Maria da Fe"	14.534
669	10	"Sul / Sudoeste de Minas"	56	Itajuba	Marmelopolis	2.958
670	10	"Sul / Sudoeste de Minas"	56	Itajuba	Paraisopolis	20.563
671	10	"Sul / Sudoeste de Minas"	56	Itajuba	Pirangucu	5.454
672	10	"Sul / Sudoeste de Minas"	56	Itajuba	Piranguinho	8.456
673	10	"Sul / Sudoeste de Minas"	56	Itajuba	"Venceslau Bras"	0
674	10	"Sul / Sudoeste de Minas"	56	Itajuba	Virginia	8.865
675	11	"Campo das Vertentes"	57	Lavras	Carrancas	4.089
676	11	"Campo das Vertentes"	57	Lavras	Ijaci	6.288
677	11	"Campo das Vertentes"	57	Lavras	Ingai	2.752
678	11	"Campo das Vertentes"	57	Lavras	Itumirim	6.250
679	11	"Campo das Vertentes"	57	Lavras	Itutinga	3.963
680	11	"Campo das Vertentes"	57	Lavras	Lavras	99.229
681	11	"Campo das Vertentes"	57	Lavras	Luminarias	5.571
682	11	"Campo das Vertentes"	57	Lavras	Nepomuceno	26.812
683	11	"Campo das Vertentes"	57	Lavras	"Ribeirao Vermelho"	4.008
684	11	"Campo das Vertentes"	58	"Sao Joao Del-Rei"	"Conceicao da Barra de Minas"	4.055
685	11	"Campo das Vertentes"	58	"Sao Joao Del-Rei"	"Coronel Xavier Chaves"	3.440
686	11	"Campo das Vertentes"	58	"Sao Joao Del-Rei"	"Dores de Campos"	9.882
687	11	"Campo das Vertentes"	58	"Sao Joao Del-Rei"	"Lagoa Dourada"	12.874
688	11	"Campo das Vertentes"	58	"Sao Joao Del-Rei"	"Madre de Deus de Minas"	5.108
689	11	"Campo das Vertentes"	58	"Sao Joao Del-Rei"	Nazareno	8.422
690	11	"Campo das Vertentes"	58	"Sao Joao Del-Rei"	"Piedade do Rio Grande"	4.744
691	11	"Campo das Vertentes"	58	"Sao Joao Del-Rei"	Prados	8.865
692	11	"Campo das Vertentes"	58	"Sao Joao Del-Rei"	"Resende Costa"	11.429
693	11	"Campo das Vertentes"	58	"Sao Joao Del-Rei"	Ritapolis	4.922
694	11	"Campo das Vertentes"	58	"Sao Joao Del-Rei"	"Santa Cruz de Minas"	8.365
695	11	"Campo das Vertentes"	58	"Sao Joao Del-Rei"	"Santana do Garambeu"	2.381
696	11	"Campo das Vertentes"	58	"Sao Joao Del-Rei"	"Sao Joao del-Rei"	0
697	11	"Campo das Vertentes"	58	"Sao Joao Del-Rei"	"Sao Tiago"	10.986
698	11	"Campo das Vertentes"	58	"Sao Joao Del-Rei"	Tiradentes	7.551
699	11	"Campo das Vertentes"	59	Barbacena	"Alfredo Vasconcelos"	6.566
700	11	"Campo das Vertentes"	59	Barbacena	"Antonio Carlos"	11.534
701	11	"Campo das Vertentes"	59	Barbacena	Barbacena	133.972
702	11	"Campo das Vertentes"	59	Barbacena	Barroso	20.590
703	11	"Campo das Vertentes"	59	Barbacena	"Capela Nova"	4.836
704	11	"Campo das Vertentes"	59	Barbacena	Caranaiba	3.330
705	11	"Campo das Vertentes"	59	Barbacena	Carandai	24.864
706	11	"Campo das Vertentes"	59	Barbacena	"Desterro do Melo"	3.048
707	11	"Campo das Vertentes"	59	Barbacena	Ibertioga	5.159
708	11	"Campo das Vertentes"	59	Barbacena	Ressaquinha	4.820
709	11	"Campo das Vertentes"	59	Barbacena	"Santa Barbara do Tugurio"	4.631
710	11	"Campo das Vertentes"	59	Barbacena	"Senhora dos Remedios"	10.565
711	12	"Zona da Mata"	60	"Ponte Nova"	Acaiaca	4.050
712	12	"Zona da Mata"	60	"Ponte Nova"	"Barra Longa"	5.893
713	12	"Zona da Mata"	60	"Ponte Nova"	"Dom Silverio"	5.346
714	12	"Zona da Mata"	60	"Ponte Nova"	Guaraciaba	10.527
715	12	"Zona da Mata"	60	"Ponte Nova"	Jequeri	12.993
716	12	"Zona da Mata"	60	"Ponte Nova"	Oratorios	4.673
717	12	"Zona da Mata"	60	"Ponte Nova"	"Piedade de Ponte Nova"	4.197
718	12	"Zona da Mata"	60	"Ponte Nova"	"Ponte Nova"	59.814
719	12	"Zona da Mata"	60	"Ponte Nova"	"Raul Soares"	24.408
720	12	"Zona da Mata"	60	"Ponte Nova"	"Rio Casca"	14.310
721	12	"Zona da Mata"	60	"Ponte Nova"	"Rio Doce"	2.588
722	12	"Zona da Mata"	60	"Ponte Nova"	"Santa Cruz do Escalvado"	5.026
723	12	"Zona da Mata"	60	"Ponte Nova"	"Santo Antonio do Grama"	4.120
724	12	"Zona da Mata"	60	"Ponte Nova"	"Sao Pedro dos Ferros"	8.339
725	12	"Zona da Mata"	60	"Ponte Nova"	Sem-Peixe	2.834
726	12	"Zona da Mata"	60	"Ponte Nova"	Sericita	7.391
727	12	"Zona da Mata"	60	"Ponte Nova"	Urucania	10.583
728	12	"Zona da Mata"	60	"Ponte Nova"	"Vermelho Novo"	4.871
729	12	"Zona da Mata"	61	Manhuacu	Abre-Campo	0
730	12	"Zona da Mata"	61	Manhuacu	"Alto Caparao"	5.655
731	12	"Zona da Mata"	61	Manhuacu	"Alto Jequitiba"	8.532
732	12	"Zona da Mata"	61	Manhuacu	Caparao	5.435
733	12	"Zona da Mata"	61	Manhuacu	Caputira	9.371
734	12	"Zona da Mata"	61	Manhuacu	Chale	5.814
735	12	"Zona da Mata"	61	Manhuacu	Durande	7.783
736	12	"Zona da Mata"	61	Manhuacu	Lajinha	20.241
737	12	"Zona da Mata"	61	Manhuacu	Luisburgo	6.407
738	12	"Zona da Mata"	61	Manhuacu	Manhuacu	85.909
739	12	"Zona da Mata"	61	Manhuacu	Manhumirim	22.465
740	12	"Zona da Mata"	61	Manhuacu	"Martins Soares"	7.858
741	12	"Zona da Mata"	61	Manhuacu	Matipo	18.604
742	12	"Zona da Mata"	61	Manhuacu	"Pedra Bonita"	7.015
743	12	"Zona da Mata"	61	Manhuacu	Reduto	6.973
744	12	"Zona da Mata"	61	Manhuacu	"Santa Barbara do Leste"	8.068
745	12	"Zona da Mata"	61	Manhuacu	"Santa Margarida"	15.879
746	12	"Zona da Mata"	61	Manhuacu	"Santana do Manhuacu"	8.839
747	12	"Zona da Mata"	61	Manhuacu	"Sao Joao do Manhuacu"	11.038
748	12	"Zona da Mata"	61	Manhuacu	"Sao Jose do Mantimento"	2.738
749	12	"Zona da Mata"	61	Manhuacu	Simonesia	19.307
750	12	"Zona da Mata"	62	Vicosa	"Alto Rio Doce"	12.006
751	12	"Zona da Mata"	62	Vicosa	"Amparo da Serra"	0
752	12	"Zona da Mata"	62	Vicosa	Araponga	8.478
753	12	"Zona da Mata"	62	Vicosa	"Bras Pires"	4.634
754	12	"Zona da Mata"	62	Vicosa	Cajuri	4.128
755	12	"Zona da Mata"	62	Vicosa	Canaa	4.721
756	12	"Zona da Mata"	62	Vicosa	Cipotanea	6.813
757	12	"Zona da Mata"	62	Vicosa	Coimbra	7.437
758	12	"Zona da Mata"	62	Vicosa	Ervalia	18.789
759	12	"Zona da Mata"	62	Vicosa	Lamim	3.517
760	12	"Zona da Mata"	62	Vicosa	"Paula Candido"	9.630
761	12	"Zona da Mata"	62	Vicosa	"Pedra do Anta"	3.375
762	12	"Zona da Mata"	62	Vicosa	Piranga	17.835
763	12	"Zona da Mata"	62	Vicosa	"Porto Firme"	11.033
764	12	"Zona da Mata"	62	Vicosa	"Presidente Bernardes"	5.612
765	12	"Zona da Mata"	62	Vicosa	"Rio Espera"	5.986
766	12	"Zona da Mata"	62	Vicosa	"Sao Miguel do Anta"	7.006
767	12	"Zona da Mata"	62	Vicosa	"Senhora de Oliveira"	5.871
768	12	"Zona da Mata"	62	Vicosa	Teixeiras	11.770
769	12	"Zona da Mata"	62	Vicosa	Vicosa	76.745
770	12	"Zona da Mata"	63	Muriae	"Antonio Prado de Minas"	1.685
771	12	"Zona da Mata"	63	Muriae	"Barao do Monte Alto"	0
772	12	"Zona da Mata"	63	Muriae	Caiana	5.308
773	12	"Zona da Mata"	63	Muriae	Carangola	33.412
774	12	"Zona da Mata"	63	Muriae	Divino	19.947
775	12	"Zona da Mata"	63	Muriae	"Espera Feliz"	24.287
776	12	"Zona da Mata"	63	Muriae	Eugenopolis	11.107
777	12	"Zona da Mata"	63	Muriae	"Faria Lemos"	3.409
778	12	"Zona da Mata"	63	Muriae	Fervedouro	10.880
779	12	"Zona da Mata"	63	Muriae	Miradouro	10.718
780	12	"Zona da Mata"	63	Muriae	Mirai	14.649
781	12	"Zona da Mata"	63	Muriae	Muriae	106.576
782	12	"Zona da Mata"	63	Muriae	Orizania	7.767
783	12	"Zona da Mata"	63	Muriae	"Patrocinio do Muriae"	5.583
784	12	"Zona da Mata"	63	Muriae	"Pedra Dourada"	2.374
785	12	"Zona da Mata"	63	Muriae	"Rosario da Limeira"	4.495
786	12	"Zona da Mata"	63	Muriae	"Sao Francisco do Gloria"	5.177
787	12	"Zona da Mata"	63	Muriae	"Sao Sebastiao da Vargem Alegre"	2.955
788	12	"Zona da Mata"	63	Muriae	Tombos	9.174
789	12	"Zona da Mata"	63	Muriae	Vieiras	3.777
790	12	"Zona da Mata"	64	Uba	"Astolfo Dutra"	13.840
791	12	"Zona da Mata"	64	Uba	Divinesia	3.427
792	12	"Zona da Mata"	64	Uba	"Dores do Turvo"	4.495
793	12	"Zona da Mata"	64	Uba	Guarani	8.996
794	12	"Zona da Mata"	64	Uba	Guidoval	7.341
795	12	"Zona da Mata"	64	Uba	Guiricema	8.805
796	12	"Zona da Mata"	64	Uba	Merces	10.784
797	12	"Zona da Mata"	64	Uba	Pirauba	11.112
798	12	"Zona da Mata"	64	Uba	"Rio Pomba"	17.872
799	12	"Zona da Mata"	64	Uba	Rodeiro	7.543
800	12	"Zona da Mata"	64	Uba	"Sao Geraldo"	11.372
801	12	"Zona da Mata"	64	Uba	"Senador Firmino"	7.650
802	12	"Zona da Mata"	64	Uba	Silveirania	2.277
803	12	"Zona da Mata"	64	Uba	Tabuleiro	4.052
804	12	"Zona da Mata"	64	Uba	Tocantins	16.567
805	12	"Zona da Mata"	64	Uba	Uba	109.779
806	12	"Zona da Mata"	64	Uba	"Visconde do Rio Branco"	40.778
807	12	"Zona da Mata"	65	"Juiz de Fora"	Aracitaba	2.112
808	12	"Zona da Mata"	65	"Juiz de Fora"	"Belmiro Braga"	3.500
809	12	"Zona da Mata"	65	"Juiz de Fora"	"Bias Fortes"	3.724
810	12	"Zona da Mata"	65	"Juiz de Fora"	Bicas	14.342
811	12	"Zona da Mata"	65	"Juiz de Fora"	Chacara	3.010
812	12	"Zona da Mata"	65	"Juiz de Fora"	Chiador	2.817
813	12	"Zona da Mata"	65	"Juiz de Fora"	"Coronel Pacheco"	3.101
814	12	"Zona da Mata"	65	"Juiz de Fora"	Descoberto	4.989
815	12	"Zona da Mata"	65	"Juiz de Fora"	"Ewbank da Camara"	3.914
816	12	"Zona da Mata"	65	"Juiz de Fora"	Goiana	3.876
817	12	"Zona da Mata"	65	"Juiz de Fora"	Guarara	3.977
818	12	"Zona da Mata"	65	"Juiz de Fora"	"Juiz de Fora"	550.710
819	12	"Zona da Mata"	65	"Juiz de Fora"	"Lima Duarte"	16.786
820	12	"Zona da Mata"	65	"Juiz de Fora"	"Mar de Espanha"	12.480
821	12	"Zona da Mata"	65	"Juiz de Fora"	"Maripa de Minas"	2.934
822	12	"Zona da Mata"	65	"Juiz de Fora"	"Matias Barbosa"	14.196
823	12	"Zona da Mata"	65	"Juiz de Fora"	Olaria	1.935
824	12	"Zona da Mata"	65	"Juiz de Fora"	"Oliveira Fortes"	2.182
825	12	"Zona da Mata"	65	"Juiz de Fora"	Paiva	1.587
826	12	"Zona da Mata"	65	"Juiz de Fora"	"Pedro Teixeira"	1.840
827	12	"Zona da Mata"	65	"Juiz de Fora"	Pequeri	3.310
828	12	"Zona da Mata"	65	"Juiz de Fora"	Piau	2.877
829	12	"Zona da Mata"	65	"Juiz de Fora"	"Rio Novo"	9.032
830	12	"Zona da Mata"	65	"Juiz de Fora"	"Rio Preto"	5.502
831	12	"Zona da Mata"	65	"Juiz de Fora"	"Rochedo de Minas"	2.246
832	12	"Zona da Mata"	65	"Juiz de Fora"	"Santa Barbara do Monte Verde"	3.005
833	12	"Zona da Mata"	65	"Juiz de Fora"	"Santa Rita do Ibitipoca"	0
834	12	"Zona da Mata"	65	"Juiz de Fora"	"Santa Rita do Jacutinga"	0
835	12	"Zona da Mata"	65	"Juiz de Fora"	"Santana do Deserto"	4.006
836	12	"Zona da Mata"	65	"Juiz de Fora"	"Santos Dumont"	47.558
837	12	"Zona da Mata"	65	"Juiz de Fora"	S	0
838	12	"Zona da Mata"	65	"Juiz de Fora"	"Senador Cortes"	2.046
839	12	"Zona da Mata"	65	"Juiz de Fora"	Sim	0
840	12	"Zona da Mata"	66	Cataguases	Al	0
841	12	"Zona da Mata"	66	Cataguases	Argirita	2.907
842	12	"Zona da Mata"	66	Cataguases	Cataguases	73.712
843	12	"Zona da Mata"	66	Cataguases	"Dona Eus"	0
844	12	"Zona da Mata"	66	Cataguases	Estrela-dAlva	0
845	12	"Zona da Mata"	66	Cataguases	"Itamarati de Minas"	4.295
846	12	"Zona da Mata"	66	Cataguases	Laranjal	6.770
847	12	"Zona da Mata"	66	Cataguases	Leopoldina	53.032
848	12	"Zona da Mata"	66	Cataguases	Palma	6.742
849	12	"Zona da Mata"	66	Cataguases	Pirapetinga	10.787
850	12	"Zona da Mata"	66	Cataguases	Recreio	10.651
851	12	"Zona da Mata"	66	Cataguases	"Santana de Cataguases"	3.815
852	12	"Zona da Mata"	66	Cataguases	"Santo Ant"	0
853	12	"Zona da Mata"	66	Cataguases	"Volta Grande"	5.274
